Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
31902,2020-07-01 23:54:29,180031190491743,fraud_Auer-West,shopping_net,1.18,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,52066a52caa69b402adbcd7eb6eb8c12,1372722869,31.407638,-87.581335,0
153769,2020-08-14 04:23:51,6011381817520024,fraud_Kutch and Sons,grocery_pos,114.88,Kristen,Allen,F,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,1973-07-13,997666332bda5ddf4f471fd66deda50c,1376454231,41.615979,-105.187524,0
24220,2020-06-29 14:31:37,4560004149983868183,fraud_Gerlach Inc,shopping_net,1.0,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,3b5f03ac38b6257566e31957f3f959ea,1372516297,38.037407,-105.247202,0
244802,2020-09-18 12:30:15,4277232699798846,fraud_Heaney-Marquardt,entertainment,13.69,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,1955-11-10,3b68aa7378d04b01a10fa05d83dd4edb,1379507415,45.804741,-103.398416,0
297421,2020-10-11 17:12:13,4099707841315751,fraud_Rempel Inc,shopping_net,9.89,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,aee798146b297e66be510d1bc7dd3d15,1381511533,38.619572,-77.635522,0
381605,2020-11-17 01:38:51,3523898249167098,fraud_Pfeffer LLC,grocery_net,26.36,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,cbb304914ccf7ec74c44508f2b2c27e5,1384652331,40.130324,-73.30425600000001,0
156345,2020-08-15 09:17:56,4266200684857219,"fraud_Mosciski, Gislason and Mertz",grocery_pos,137.25,Joshua,Bryant,M,5452 Patricia Inlet Apt. 280,Nelson,NE,68961,40.201,-98.0684,732,Television/film/video producer,1956-12-13,50f68bbbf565a58b545664a858bbdde8,1376558276,40.538125,-97.331396,0
523765,2020-12-24 22:23:16,180018375329178,fraud_Rau-Grant,kids_pets,82.41,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,1988-03-21,c938879eb103b1da21f9233a674f7efd,1387923796,42.585005,-84.619509,0
207266,2020-09-01 17:24:47,3534093764340240,fraud_Erdman-Ebert,personal_care,31.71,Jeremy,White,M,9443 Cynthia Court Apt. 038,Boulder,MT,59632,46.2306,-112.1138,1939,Patent attorney,1967-01-12,e76e66d99bb3eb23726f88625daef651,1378056287,46.014069,-112.992716,0
27326,2020-06-30 09:12:49,2269768987945882,fraud_Johns-Hoeger,entertainment,23.08,Shannon,Patterson,F,9808 Ellis Bypass,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,1958-10-29,95a122c6a964dfc197c6d3d342baf1bc,1372583569,42.522966,-76.994606,0
411914,2020-11-30 10:56:00,30551643947183,fraud_Kutch LLC,gas_transport,79.77,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,8fbf5e3aad6cf350e11a4b19ed5f0dda,1385808960,35.743902,-82.145732,0
132970,2020-08-06 18:53:34,3586955669388457,fraud_Shanahan-Lehner,personal_care,76.62,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",1994-12-08,1b00e37505f9da337c06739c066a9f28,1375815214,39.924574,-79.458412,0
39222,2020-07-05 05:38:21,6538891242532018,fraud_Paucek-Wiza,grocery_net,76.33,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,7b64002f720969630edca9de15882aab,1373002701,35.166507,-90.845066,0
105134,2020-07-27 20:25:55,4908846471916297,"fraud_Schumm, McLaughlin and Carter",food_dining,47.25,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,75641f98d8f293a913b6584bdf8a48ea,1374956755,33.092788,-97.788646,0
267848,2020-09-28 12:45:21,3579200383632826,"fraud_O'Connell, Botsford and Hand",home,82.94,Tyler,Small,M,047 Kevin Haven,Boyd,WI,54726,44.9437,-91.0294,1690,IT trainer,1975-12-24,eb47d6a805d8355c2b8b273926898e69,1380372321,44.472835,-91.72134,0
310108,2020-10-17 05:01:30,378278619832195,fraud_Beier-Hyatt,shopping_pos,8.42,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,7584d323e9d92abf4d908a58d38045ee,1381986090,44.464863,-122.309873,0
117484,2020-08-01 18:06:29,5540636818935089,"fraud_Mueller, Gerhold and Mueller",health_fitness,255.07,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,1985-04-04,0751ca27fb94de913f604efbd9ee4b44,1375380389,42.940286,-71.236458,0
469286,2020-12-13 07:01:18,3518234918950662,fraud_Kutch Group,grocery_net,100.85,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,1970-09-11,5d8b2c5c1f9d25d2417dc2d7c503726a,1386918078,34.393035999999995,-96.518932,0
389630,2020-11-21 01:48:46,4025612008285111,fraud_Hackett-Lueilwitz,grocery_pos,144.41,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,1949-03-20,8f612c5f34a3a8c168abc720ef4a62fb,1384998526,41.681388,-79.685305,0
117710,2020-08-01 19:55:33,3585740823295298,fraud_Hirthe-Beier,health_fitness,32.91,James,Greene,M,082 Hernandez Bypass Apt. 886,Quanah,TX,79252,34.2956,-99.7494,3202,"Librarian, public",1998-03-18,ccfe723eff5dbf952f4e431b9588243e,1375386933,33.744183,-99.872409,0
239307,2020-09-15 13:36:20,4769426683924058915,fraud_Frami Group,entertainment,6.75,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1954-08-22,f64b943535ce293865973fc9be7fb9e4,1379252180,40.8788,-77.342281,0
291887,2020-10-09 00:48:03,213126662687660,"fraud_Streich, Hansen and Veum",gas_transport,43.51,Christopher,Luna,M,242 Brian Mountain,Laredo,TX,78040,27.5155,-99.4986,248858,Video editor,1971-01-28,316f02730625085e00545d0c5a100dbe,1381279683,28.459324,-99.23377,0
354660,2020-11-05 11:03:43,630441765090,"fraud_Kerluke, Kertzmann and Wiza",misc_net,42.76,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,1965-07-26,11d8326fe1bf2f1d10e822b988dad2d7,1383649423,31.193069,-98.15676,0
418959,2020-12-01 13:14:20,4449530933957323,"fraud_O'Reilly, Mohr and Purdy",home,104.48,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,1954-07-05,7198415556f28901b82ed9abec4cecea,1385903660,38.594597,-123.469163,0
180151,2020-08-23 19:02:32,2288748891690227,fraud_Romaguera Ltd,health_fitness,2.92,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,1967-01-24,6c50c1ba8f2aa62677d4858c1e2e4ad1,1377284552,35.705658,-106.538227,0
240779,2020-09-15 23:19:18,3518758680062249,fraud_Conroy-Emard,food_dining,9.94,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,1989-11-24,5f9b6dcce657def22cab1e9c858f776d,1379287158,38.694952,-108.886844,0
88496,2020-07-21 16:33:57,4178097073221156,fraud_Hickle Group,shopping_pos,674.0,Jill,Flores,F,639 Cruz Islands,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",1981-03-29,fe512cfd2113d348831bbebecbeb1880,1374424437,41.426499,-85.815151,0
475056,2020-12-14 07:35:54,36485887555770,fraud_Kuvalis Ltd,gas_transport,46.27,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,2005-01-29,d0b5d7edcc2dcbfc8a4db7dbad73cf26,1387006554,40.939925,-82.973665,0
553568,2020-12-31 11:20:18,6538891242532018,fraud_Flatley Group,misc_pos,46.08,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,5115e65305b60941a4e74b7bd392e0d0,1388488818,36.433369,-91.914186,0
215040,2020-09-05 18:23:39,3597926034019603,"fraud_Bahringer, Bergnaum and Quitzon",home,31.87,Derrick,Flores,M,83690 Nicholas Ports Apt. 846,Oakland,TN,38060,35.2229,-89.5518,9496,Furniture conservator/restorer,1993-03-23,5b030b1f854d190872808588b00c0b53,1378405419,35.268499,-88.678573,0
106430,2020-07-28 04:25:33,2713913904780408,fraud_Weber and Sons,food_dining,77.13,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,cdffd4b253da28f85bcf2e8157257a52,1374985533,32.261049,-90.987204,0
455589,2020-12-09 13:26:30,36722699017270,fraud_Morissette LLC,entertainment,135.93,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,c1fe52f7f33b245be7dba20284349f95,1386595590,34.059488,-110.654452,0
178473,2020-08-23 07:46:17,3514897282719543,fraud_Stoltenberg-Beatty,shopping_pos,5.93,Steven,Faulkner,M,841 Cheryl Centers Suite 115,Farmington,NY,14425,42.958,-77.3083,10717,Cytogeneticist,1952-10-13,1cd152b29b7a8dd0c6e3187d985c09c7,1377243977,43.95116,-76.33118,0
554903,2020-12-31 19:13:43,4377338765909719,"fraud_Monahan, Hermann and Johns",travel,4.9,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",1982-04-19,e44de15f8b1f70dc2a219eb5e4039d05,1388517223,35.221097,-83.945327,0
211169,2020-09-03 17:20:17,630423337322,"fraud_Moore, Williamson and Emmerich",home,83.53,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,970a5c77fd315f2ba3e5847921896d05,1378228817,48.856936,-118.355756,0
319017,2020-10-20 13:43:12,6011367958204270,fraud_Shanahan-Lehner,personal_care,23.99,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,1e6f8d7857c3d86532b7e47db07d3350,1382276592,40.387896000000005,-82.230626,0
51208,2020-07-08 16:50:27,6011679934075347,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,9.67,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,1974-04-16,c7664bd86a2be53be4b01534aba417e9,1373302227,41.3873,-105.63669,0
442291,2020-12-07 03:38:37,4477156602511939689,fraud_Heller-Abshire,grocery_net,70.22,Angela,Ross,F,0107 Clements Point,American Fork,UT,84003,40.3928,-111.7941,42384,Futures trader,1992-12-29,2bb29739adb4f357bccdb5379621f9c0,1386387517,40.938108,-112.108884,0
280984,2020-10-04 13:25:05,3518669219150142,"fraud_Daugherty, Pouros and Beahan",shopping_pos,6.72,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.23299999999999,31394,Hospital doctor,1996-11-12,c40f0536dd374110509c2486ae388736,1380893105,39.378638,-84.66719300000001,0
372472,2020-11-13 10:21:42,4430881574719618,"fraud_Osinski, Ledner and Leuschke",grocery_pos,145.56,Alicia,Morales,F,4456 Dunn Roads,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,1939-11-04,59be20d1ee0dbfd35ed03ab18ac017ff,1384338102,38.541346,-107.30779,0
336180,2020-10-27 21:06:25,2356276337669917,fraud_Boyer-Reichert,shopping_net,173.91,Benjamin,Harris,M,0881 Lori Pines,Chester,MD,21619,38.9583,-76.2842,5848,Paediatric nurse,1981-02-15,3a4ce0620c78f4b38022a3805e8b286f,1382907985,39.049902,-76.57359100000001,0
428493,2020-12-03 23:10:48,4681699462969,fraud_Reilly LLC,home,20.6,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,ab1dd47fe733c5ed37209031c78145b6,1386112248,35.02247,-87.241985,0
50734,2020-07-08 11:25:32,6011860238257910,fraud_Conroy-Cruickshank,gas_transport,43.58,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1952-07-06,93e7566a2e071f5a797e99c99f4f076a,1373282732,36.652193,-98.764289,0
231783,2020-09-13 00:46:46,30373802285317,fraud_Hickle Group,shopping_pos,1.84,Nicholas,Osborne,M,7538 Carrie Meadow Suite 574,Claremont,CA,91711,34.1092,-117.7183,35705,Wellsite geologist,1956-05-15,1355df7a011527ab339cc40501a4694f,1379033206,34.966453,-116.938824,0
477186,2020-12-14 15:37:21,4005676619255478,fraud_Hackett Group,travel,2.54,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,1994-05-31,282943dfded2ed3efb2d9398d2d31dc0,1387035441,31.255824,-91.455796,0
432378,2020-12-05 00:21:51,375248307838179,fraud_Hackett-Lueilwitz,grocery_pos,92.33,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237,38.8564,-80.158,571,Accounting technician,1967-09-16,d92b13975ef2402afb49d10bf7e11898,1386202911,37.955995,-79.69545699999999,0
25980,2020-06-29 23:03:01,584673555952,fraud_White and Sons,home,3.38,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,1930-08-13,dc020dc3e1f21abaf1f8e779069d1ebd,1372546981,46.816493,-101.952837,0
164100,2020-08-17 18:52:59,3502377050801561,fraud_Larkin Ltd,kids_pets,57.67,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",1948-11-30,9793f06f0a9f04cdd1c21b947a616dfa,1376765579,30.115119,-94.505866,0
408901,2020-11-29 18:28:56,3527536963490470,fraud_Daugherty-Thompson,food_dining,9.12,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,227b5b906a94d3ae705f080a37559a40,1385749736,33.251181,-80.459298,0
222220,2020-09-08 06:44:45,3576021480694169,"fraud_Tromp, Kerluke and Glover",grocery_net,75.74,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,b758b0e1061efbd253aa34efe3241fbe,1378622685,38.506444,-96.257265,0
1482,2020-06-21 20:46:46,6517217825320610,fraud_Emmerich-Rau,personal_care,17.19,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",1958-06-11,6d69b6601b9d99a065407c5a1284703b,1371847606,30.750129,-89.885696,0
129371,2020-08-04 22:52:34,4178097073221156,fraud_Hilpert-Conroy,kids_pets,21.89,Jill,Flores,F,639 Cruz Islands,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",1981-03-29,ceb056776242437be9bb686b3c0401b5,1375656754,41.116784,-85.940894,0
337407,2020-10-28 14:32:09,30153452207526,fraud_Tromp Group,travel,8.44,Robin,Smith,F,0537 Margaret Common Suite 526,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,1962-04-05,71a582ee2d1b7639f35fb931897259db,1382970729,32.587103000000006,-99.52033,0
178985,2020-08-23 12:18:41,6011109736646996,"fraud_Metz, Russel and Metz",kids_pets,21.92,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,1983-02-08,230b0773569a0ccb524b915c927ec035,1377260321,33.898534999999995,-77.081127,0
394224,2020-11-23 02:11:25,3583635130604947,"fraud_Stokes, Christiansen and Sipes",grocery_net,50.56,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,55863599d61812e0eff626de8c3ba1bb,1385172685,39.179739,-75.667831,0
17114,2020-06-27 10:47:04,4348786085525522,"fraud_Goldner, Kovacek and Abbott",grocery_pos,95.79,John,Nichols,M,862 Anderson Highway,Bryant,WI,54418,45.203,-88.9983,1080,Information systems manager,1979-01-08,e9f98619900c339577a7196a1622baa0,1372330024,45.768939,-88.403237,0
43419,2020-07-06 10:32:58,213161869125933,fraud_DuBuque LLC,grocery_pos,131.98,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,d449763dd6facc7f5c5443ed4024d29a,1373106778,44.287644,-70.805523,0
419006,2020-12-01 13:24:18,30376238035123,"fraud_Hagenes, Kohler and Hoppe",food_dining,20.68,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,3d2cc172ec9cb4ee2df4222df9fbedce,1385904258,43.434407,-123.813027,0
526736,2020-12-25 18:52:15,376028110684021,"fraud_Bradtke, Torp and Bahringer",personal_care,77.84,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,8f5bc49bd8117459d38292d37ff84d88,1387997535,39.003931,-92.448841,0
346245,2020-11-01 23:54:13,4996263498048679,fraud_Stark-Koss,home,18.39,Kendra,King,F,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1983-06-13,068a3cb15c7dc5cc9fca06e4489da01f,1383350053,42.690219,-123.419419,0
15238,2020-06-26 15:07:14,213186334552049,fraud_Macejkovic-Lesch,shopping_pos,7.75,Andrea,Perkins,F,37426 Olson Villages,Irvine,PA,16329,41.8117,-79.2643,528,Chief Marketing Officer,1972-09-13,c35cc1dcea5315629970a0d82a9e15a8,1372259234,42.168245,-80.064273,0
433569,2020-12-05 10:07:09,4555104582813474,fraud_Koepp-Witting,grocery_pos,98.57,Chris,Daniel,M,025 White Fork Apt. 633,Rock Glen,PA,18246,40.954,-76.1747,143,Health and safety adviser,1982-02-19,7b08c6dd7cfa20622e40301db2c42d8b,1386238029,41.853533,-75.579856,0
292062,2020-10-09 03:29:17,6011438889172900,fraud_Hackett-Lueilwitz,grocery_pos,207.92,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,18e066b4d8b1dee7f9d0eea62764a9c7,1381289357,34.404864,-90.873625,0
106076,2020-07-28 01:29:15,347073228412010,fraud_Welch Inc,misc_net,90.75,Ryan,Johnson,M,40178 Lisa Mission,Alva,WY,82711,44.6873,-104.4414,110,"Administrator, local government",1973-05-16,9f986c921c8369b263962e015d5034b8,1374974955,43.979802,-104.371765,0
506008,2020-12-21 03:26:34,213178850083780,"fraud_Towne, Greenholt and Koepp",shopping_net,121.16,Shawn,King,M,31493 Garcia Summit,Athena,OR,97813,45.8289,-118.4971,1302,Dealer,1976-10-18,8858c126826f93f096a7c407a3efd439,1387596394,46.537281,-118.06896100000002,0
439925,2020-12-06 18:11:59,4006047418382,"fraud_Mante, Luettgen and Hackett",health_fitness,9.1,Robert,Sanchez,M,7314 Johnson Square Apt. 296,Parkers Lake,KY,42634,36.8347,-84.4436,1565,"Designer, industrial/product",1968-07-24,df89e1a9b8aa63b33b4c347dbc862511,1386353519,36.144911,-84.224515,0
22418,2020-06-29 02:40:38,4450831335606294,fraud_Cole PLC,grocery_pos,107.26,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,c56b2184c56c17baa327a92ff8afce34,1372473638,34.508435,-95.305281,0
343185,2020-10-31 20:04:23,4169759661243568,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,1.08,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,1972-02-15,74788a22586bf1d09667ce3cc490fe9a,1383249863,39.458573,-76.787222,0
410656,2020-11-30 05:01:41,4225990116481262579,fraud_Towne LLC,misc_pos,7.14,Brian,Simpson,M,2711 Duran Pines,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,1966-12-03,136194d5ff95e348012d5c170a035f0c,1385787701,19.166805,-156.173263,0
87443,2020-07-21 10:46:51,4670613943676271,"fraud_Monahan, Bogisich and Ledner",misc_pos,3.91,Bianca,Novak,F,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,1947-08-14,55899a2023b55218627133a8839cb650,1374403611,31.659542,-84.0495,0
206791,2020-09-01 15:01:14,4220345354880,fraud_Marvin-Lind,personal_care,1.59,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1960-01-20,5d5cae62871b28a609d1545d61f6836a,1378047674,42.099862,-82.506505,0
544816,2020-12-29 08:17:02,4610050989831291,"fraud_Boehm, Block and Jakubowski",misc_pos,35.01,James,Lynch,M,5155 Mary Common Apt. 927,Utica,PA,16362,41.4798,-79.9403,1102,Garment/textile technologist,1989-07-08,cf6f625c2e678a75d65fbcc9e1a4502c,1388305022,41.271918,-79.034536,0
201220,2020-08-31 04:40:21,5559857416065248,fraud_Dach-Nader,misc_net,3.66,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,1945-12-21,9036bac79a6d6f9737456f33f02556e0,1377924021,41.456522,-122.537752,0
354313,2020-11-05 04:46:40,4698163635895795,fraud_Mraz-Herzog,gas_transport,52.54,Sharon,Powell,F,101 Carla Loop,Wendel,CA,96136,40.3406,-120.2824,104,"Teacher, adult education",1989-08-16,a23939982dd5cb197cb73fb77a662c5a,1383626800,39.492796000000006,-119.32176499999998,0
116947,2020-08-01 13:27:39,372520049757633,fraud_Satterfield-Lowe,travel,9.33,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,2000-02-20,aee333d703edd230c42e689e465e82f2,1375363659,49.104393,-92.463873,0
12784,2020-06-25 12:39:13,372246459334925,fraud_Kuhn Group,food_dining,50.51,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1970-03-13,183ba254891fd69f15aea810faa4b317,1372163953,43.589602,-103.800739,0
406269,2020-11-28 16:48:01,3561963695236764,"fraud_Brown, Homenick and Lesch",health_fitness,77.85,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.06399999999999,-72.3366,1858,Clinical biochemist,1984-03-03,f6f57f7ce5ebb1b6bd570d25e6c83469,1385657281,40.361448,-72.366805,0
427507,2020-12-03 17:13:11,6011104316292105,"fraud_Gottlieb, Considine and Schultz",shopping_net,4.39,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,1985-09-02,b44405bf713175d4bcf05d7c64414b59,1386090791,36.073572,-77.594272,0
442906,2020-12-07 06:35:12,3517814635263522,fraud_Price Inc,shopping_net,5.78,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,1941-10-16,df0de4aaf66952e3bfe046c934c64f70,1386398112,36.67157,-80.119578,0
